filepath,filename,class_code,class_idx,thai_char,split
ThaiCharacter Dataset/round2/161/bc_009sg_2_108.jpg,bc_009sg_2_108.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020sg_3_319.jpg,bc_020sg_3_319.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004sg_4_162.jpg,be_004sg_4_162.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_016tg_5_362.jpg,bc_016tg_5_362.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007sg_6_304.jpg,bc_007sg_6_304.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_4_408.jpg,be_006sg_4_408.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_017sg_3_232.jpg,bc_017sg_3_232.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_016tg_5_364.jpg,bc_016tg_5_364.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_8_377.jpg,bc_019tg_8_377.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_11_40.jpg,bc_008sg_11_40.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_7_237.jpg,be_002sg_7_237.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_002tg_6_31.jpg,bc_002tg_6_31.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005sg_3_89.jpg,be_005sg_3_89.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_9_340.jpg,be_002sg_9_340.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_001sg_2_69.jpg,be_001sg_2_69.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004sg_4_38.jpg,be_004sg_4_38.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_8_43.jpg,bc_008tg_8_43.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_016sg_3_156.jpg,bc_016sg_3_156.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012tg_4_303.jpg,bc_012tg_4_303.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012tg_4_31.jpg,bc_012tg_4_31.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_011sg_8_12.jpg,bc_011sg_8_12.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005tg_2_236.jpg,be_005tg_2_236.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_7_39.jpg,bc_019tg_7_39.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_001sg_3_96.jpg,bc_001sg_3_96.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012sg_2_317.jpg,bc_012sg_2_317.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_004tg_3_150.jpg,bc_004tg_3_150.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005sg_4_221.jpg,be_005sg_4_221.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_018sg_3_295.jpg,bc_018sg_3_295.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_7_157.jpg,be_002sg_7_157.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014sg_3_236.jpg,bc_014sg_3_236.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007tg_3_82.jpg,bc_007tg_3_82.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007tg_3_156.jpg,bc_007tg_3_156.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007tg_6_320.jpg,bc_007tg_6_320.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003tg_4_426.jpg,be_003tg_4_426.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002tg_9_408.jpg,be_002tg_9_408.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_002sg_6_106.jpg,bc_002sg_6_106.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_004tg_5_23.jpg,bc_004tg_5_23.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_6_486.jpg,bc_019tg_6_486.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005sg_4_252.jpg,be_005sg_4_252.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012sg_2_242.jpg,bc_012sg_2_242.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003sg_9_466.jpg,be_003sg_9_466.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003tg_8_329.jpg,be_003tg_8_329.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005sg_4_36.jpg,be_005sg_4_36.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012tg_2_128.jpg,bc_012tg_2_128.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_13_99.jpg,bc_008sg_13_99.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_017sg_6_19.jpg,bc_017sg_6_19.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_001tg_8_345.jpg,bc_001tg_8_345.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_7_63.jpg,be_002sg_7_63.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_009sg_2_479.jpg,bc_009sg_2_479.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_8_188.jpg,bc_008tg_8_188.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_1_182.jpg,bc_008tg_1_182.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_14_103.jpg,bc_008sg_14_103.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004sg_7_451.jpg,be_004sg_7_451.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_011tg_3_431.jpg,bc_011tg_3_431.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004tg_4_80.jpg,be_004tg_4_80.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_011tg_2_0.jpg,bc_011tg_2_0.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020sg_4_73.jpg,bc_020sg_4_73.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_002sg_5_69.jpg,bc_002sg_5_69.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005sg_5_392.jpg,be_005sg_5_392.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_005sg_4_226.jpg,bc_005sg_4_226.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019sg_6_484.jpg,bc_019sg_6_484.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_11_34.jpg,bc_008sg_11_34.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_8_19.jpg,bc_019tg_8_19.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_3_278.jpg,be_006sg_3_278.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005sg_2_87.jpg,be_005sg_2_87.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_002sg_10_133.jpg,bc_002sg_10_133.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_1_341.jpg,be_006sg_1_341.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007tg_6_341.jpg,bc_007tg_6_341.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_1_328.jpg,be_006sg_1_328.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014sg_6_292.jpg,bc_014sg_6_292.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_016sg_5_167.jpg,bc_016sg_5_167.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_004sg_6_38.jpg,bc_004sg_6_38.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_006tg_6_280.jpg,bc_006tg_6_280.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012tg_2_44.jpg,bc_012tg_2_44.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020sg_4_205.jpg,bc_020sg_4_205.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006tg_1_144.jpg,be_006tg_1_144.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_004sg_3_137.jpg,bc_004sg_3_137.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_10_79.jpg,be_002sg_10_79.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_1_160.jpg,be_006sg_1_160.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_002tg_6_35.jpg,bc_002tg_6_35.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_005sg_4_349.jpg,bc_005sg_4_349.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_001tg_2_113.jpg,be_001tg_2_113.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020sg_2_0.jpg,bc_020sg_2_0.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_017tg_5_2.jpg,bc_017tg_5_2.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_10_27.jpg,be_002sg_10_27.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_001sg_2_386.jpg,be_001sg_2_386.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_8_295.jpg,bc_008sg_8_295.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_009sg_2_472.jpg,bc_009sg_2_472.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_2_0.jpg,bc_019tg_2_0.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_001tg_8_196.jpg,bc_001tg_8_196.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_018tg_3_172.jpg,bc_018tg_3_172.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_14_315.jpg,bc_008tg_14_315.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_011sg_2_34.jpg,bc_011sg_2_34.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014sg_3_386.jpg,bc_014sg_3_386.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_11_125.jpg,bc_008tg_11_125.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_4_126.jpg,be_006sg_4_126.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_8_405.jpg,bc_008tg_8_405.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_6_461.jpg,bc_019tg_6_461.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014tg_5_223.jpg,bc_014tg_5_223.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004tg_4_38.jpg,be_004tg_4_38.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_1_159.jpg,bc_008tg_1_159.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_1_123.jpg,bc_008tg_1_123.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_6_57.jpg,bc_019tg_6_57.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_13_184.jpg,bc_008sg_13_184.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007tg_3_32.jpg,bc_007tg_3_32.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_7_137.jpg,bc_019tg_7_137.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005tg_3_96.jpg,be_005tg_3_96.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_006sg_3_279.jpg,bc_006sg_3_279.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_4_38.jpg,be_006sg_4_38.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_001sg_2_223.jpg,be_001sg_2_223.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007sg_5_114.jpg,bc_007sg_5_114.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_015sg_5_39.jpg,bc_015sg_5_39.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005tg_2_5.jpg,be_005tg_2_5.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007tg_5_97.jpg,bc_007tg_5_97.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003tg_8_311.jpg,be_003tg_8_311.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_9_318.jpg,be_002sg_9_318.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_002tg_6_26.jpg,bc_002tg_6_26.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014tg_6_246.jpg,bc_014tg_6_246.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_8_226.jpg,bc_008sg_8_226.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_1_6.jpg,bc_008sg_1_6.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_11_331.jpg,bc_008tg_11_331.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_011tg_6_57.jpg,bc_011tg_6_57.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002tg_9_374.jpg,be_002tg_9_374.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003sg_4_112.jpg,be_003sg_4_112.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_018sg_5_37.jpg,bc_018sg_5_37.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_017tg_8_59.jpg,bc_017tg_8_59.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007sg_3_97.jpg,bc_007sg_3_97.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_002tg_4_217.jpg,bc_002tg_4_217.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003sg_4_38.jpg,be_003sg_4_38.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005tg_3_27.jpg,be_005tg_3_27.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_001tg_2_279.jpg,be_001tg_2_279.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007sg_9_101.jpg,bc_007sg_9_101.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005sg_2_217.jpg,be_005sg_2_217.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_6_93.jpg,be_006sg_6_93.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020tg_4_374.jpg,bc_020tg_4_374.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_1_216.jpg,be_006sg_1_216.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_013tg_3_33.jpg,bc_013tg_3_33.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019sg_8_234.jpg,bc_019sg_8_234.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_11_50.jpg,bc_008tg_11_50.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012tg_4_219.jpg,bc_012tg_4_219.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_006tg_6_332.jpg,bc_006tg_6_332.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_001sg_9_54.jpg,bc_001sg_9_54.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_1_420.jpg,be_006sg_1_420.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_9_196.jpg,be_002sg_9_196.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003sg_9_401.jpg,be_003sg_9_401.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_017tg_5_289.jpg,bc_017tg_5_289.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007sg_6_294.jpg,bc_007sg_6_294.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020sg_3_133.jpg,bc_020sg_3_133.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_011tg_3_287.jpg,bc_011tg_3_287.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014sg_3_358.jpg,bc_014sg_3_358.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014tg_5_151.jpg,bc_014tg_5_151.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_001sg_9_404.jpg,bc_001sg_9_404.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020tg_3_259.jpg,bc_020tg_3_259.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002tg_6_122.jpg,be_002tg_6_122.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005tg_2_165.jpg,be_005tg_2_165.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_017sg_5_86.jpg,bc_017sg_5_86.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012tg_2_199.jpg,bc_012tg_2_199.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_1_181.jpg,be_006sg_1_181.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005sg_3_47.jpg,be_005sg_3_47.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_8_144.jpg,be_006sg_8_144.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003sg_9_70.jpg,be_003sg_9_70.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004sg_7_117.jpg,be_004sg_7_117.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_3_332.jpg,be_006sg_3_332.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020tg_4_45.jpg,bc_020tg_4_45.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_018sg_4_221.jpg,bc_018sg_4_221.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_003sg_9_459.jpg,be_003sg_9_459.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_6_42.jpg,bc_019tg_6_42.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_001sg_2_125.jpg,be_001sg_2_125.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004sg_7_483.jpg,be_004sg_7_483.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007sg_5_249.jpg,bc_007sg_5_249.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_005sg_8_23.jpg,bc_005sg_8_23.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007tg_9_231.jpg,bc_007tg_9_231.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_020sg_3_236.jpg,bc_020sg_3_236.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008sg_1_81.jpg,bc_008sg_1_81.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012sg_3_7.jpg,bc_012sg_3_7.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014sg_3_471.jpg,bc_014sg_3_471.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_015tg_3_378.jpg,bc_015tg_3_378.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_3_392.jpg,be_006sg_3_392.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_013tg_3_10.jpg,bc_013tg_3_10.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006tg_3_139.jpg,be_006tg_3_139.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005tg_5_50.jpg,be_005tg_5_50.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002tg_9_25.jpg,be_002tg_9_25.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_008tg_14_358.jpg,bc_008tg_14_358.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_002sg_5_255.jpg,bc_002sg_5_255.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_5_115.jpg,be_002sg_5_115.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014tg_6_150.jpg,bc_014tg_6_150.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_019tg_8_284.jpg,bc_019tg_8_284.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_006sg_8_257.jpg,be_006sg_8_257.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_005tg_2_280.jpg,be_005tg_2_280.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_011tg_6_11.jpg,bc_011tg_6_11.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_007sg_6_122.jpg,bc_007sg_6_122.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004sg_2_341.jpg,be_004sg_2_341.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004sg_3_27.jpg,be_004sg_3_27.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_004tg_2_46.jpg,be_004tg_2_46.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_018sg_4_305.jpg,bc_018sg_4_305.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_001sg_4_13.jpg,be_001sg_4_13.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_012sg_4_113.jpg,bc_012sg_4_113.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_014tg_5_342.jpg,bc_014tg_5_342.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_016tg_5_90.jpg,bc_016tg_5_90.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/be_002sg_9_186.jpg,be_002sg_9_186.jpg,161,0,ก,train
ThaiCharacter Dataset/round2/161/bc_017tg_2_0.jpg,bc_017tg_2_0.jpg,161,0,ก,train
